audit,strategy,model,protected_attribute,metric,value,ci_low,ci_high,p_value,significant,n_disadvantaged,n_advantaged,small_sample_warning,note
benefits_denial,baseline,logistic_regression,national_origin,equal_opportunity_diff,0.3662815445424141,0.2849260160129725,0.44312785041045905,0.0,True,138,1430,False,
benefits_denial,baseline,logistic_regression,national_origin,equalized_odds_diff,0.3662815445424141,0.2849260160129725,0.44312785041045905,0.0,True,138,1430,False,driven_by_tpr_gap
benefits_denial,baseline,logistic_regression,national_origin,predictive_parity_diff,-0.15940354670209522,-0.23898174661462415,-0.08464099749964926,0.0,True,179,677,False,
benefits_denial,baseline,logistic_regression,national_origin,accuracy_equality_diff,0.01831395348837206,-0.01017530442159902,0.04889387039624704,0.23,False,688,5825,False,
benefits_denial,baseline,logistic_regression,age,demographic_parity_diff,0.06433617087326636,0.03911450550261587,0.09366866293738643,0.0,True,944,5569,False,
benefits_denial,baseline,logistic_regression,age,disparate_impact_ratio,1.526890001974705,1.3157616084031751,1.74939476008321,0.0,True,944,5569,False,
benefits_denial,baseline,logistic_regression,age,equal_opportunity_diff,0.055434782608695665,0.0008035714285714435,0.1137267080745341,0.10666666666666667,False,280,1288,False,
benefits_denial,baseline,logistic_regression,age,equalized_odds_diff,0.055434782608695665,0.0008035714285714435,0.1137267080745341,0.10666666666666667,False,280,1288,False,driven_by_tpr_gap
benefits_denial,baseline,logistic_regression,age,predictive_parity_diff,-0.018449197860962552,-0.10042780748663095,0.06156082887700526,0.67,False,176,680,False,
benefits_denial,baseline,logistic_regression,age,accuracy_equality_diff,-0.05082691412206197,-0.07779950908631626,-0.019961985955851407,0.0033333333333333335,True,944,5569,False,
benefits_denial,baseline,logistic_regression,race,demographic_parity_diff,-0.03515370084149064,-0.05434256210380127,-0.007428768227941668,0.006666666666666667,True,690,5823,False,
benefits_denial,baseline,logistic_regression,race,disparate_impact_ratio,0.7399002726311468,0.599466609071358,0.9414868989908689,0.0033333333333333335,True,690,5823,False,
benefits_denial,baseline,logistic_regression,race,equal_opportunity_diff,0.10742540130650302,-0.00541886879164888,0.20561500837081048,0.04666666666666667,True,82,1486,False,
benefits_denial,baseline,logistic_regression,race,equalized_odds_diff,0.10742540130650302,-0.00541886879164888,0.20561500837081048,0.04666666666666667,True,82,1486,False,driven_by_tpr_gap
benefits_denial,baseline,logistic_regression,race,predictive_parity_diff,-0.12144817045098799,-0.24576911036222682,0.008986612157707685,0.04666666666666667,True,69,787,False,
benefits_denial,baseline,logistic_regression,race,accuracy_equality_diff,0.09995968012902356,0.07423123446004971,0.12236160577619486,0.0,True,690,5823,False,
benefits_denial,baseline,logistic_regression,sex_x_national_origin,intersectional_demographic_parity_diff,-0.06385701604866333,-0.0994785954288266,-0.02681836746919067,0.0033333333333333335,True,235,3907,False,
benefits_denial,baseline,logistic_regression,sex_x_age,intersectional_demographic_parity_diff,-0.06460017969451931,-0.09671672442561931,-0.02677095366448467,0.0033333333333333335,True,294,3710,False,
benefits_denial,baseline,logistic_regression,sex_x_race,intersectional_demographic_parity_diff,-0.11077401410197356,-0.1362867460345581,-0.08126926620132517,0.0,True,338,4008,False,
benefits_denial,baseline,logistic_regression,national_origin_x_age,intersectional_demographic_parity_diff,0.24520893174042702,0.14236767961360436,0.34740619111216814,0.0,True,88,4969,False,superadditive
benefits_denial,baseline,logistic_regression,national_origin_x_race,intersectional_demographic_parity_diff,0.10496164908916587,0.029741131351869607,0.1980605824544581,0.016666666666666666,True,80,5215,False,
benefits_denial,baseline,logistic_regression,age_x_race,intersectional_demographic_parity_diff,0.0557084158779074,-0.022627302076454612,0.14887739379264797,0.17666666666666667,False,77,4956,False,
benefits_denial,baseline,random_forest,sex,demographic_parity_diff,-0.1774336641426301,-0.1945633999071064,-0.16000384304810442,0.0,True,2153,4360,False,
benefits_denial,baseline,random_forest,sex,disparate_impact_ratio,0.31417749514561527,0.2714176562367501,0.36410432026319556,0.0,True,2153,4360,False,
benefits_denial,baseline,random_forest,sex,equal_opportunity_diff,-0.06267138434321096,-0.1342989827509951,0.01446926138876598,0.06333333333333334,False,238,1330,False,
benefits_denial,baseline,random_forest,sex,equalized_odds_diff,-0.07886582391920655,-0.09304604089651784,-0.06679646097769049,0.0,True,1915,3030,False,driven_by_fpr_gap
benefits_denial,baseline,random_forest,sex,predictive_parity_diff,0.026448834853090242,-0.04720833333333331,0.09084422492401212,0.45,False,175,1128,False,
benefits_denial,baseline,random_forest,sex,accuracy_equality_diff,0.11795020389727162,0.10315668450679015,0.13590996880819164,0.0,True,2153,4360,False,
benefits_denial,baseline,random_forest,national_origin,demographic_parity_diff,-0.028671524104202012,-0.06015161817546661,-0.0013745259007885157,0.08333333333333333,False,688,5825,False,
benefits_denial,baseline,random_forest,national_origin,disparate_impact_ratio,0.8588243401870175,0.710306994615104,0.9931393584316573,0.07333333333333333,False,688,5825,False,
benefits_denial,baseline,random_forest,national_origin,equal_opportunity_diff,0.04867740954697475,-0.02883019154758281,0.12617234215060305,0.31333333333333335,False,138,1430,False,
benefits_denial,baseline,random_forest,national_origin,equalized_odds_diff,0.04867740954697475,-0.02883019154758281,0.12617234215060305,0.31333333333333335,False,138,1430,False,driven_by_tpr_gap
benefits_denial,baseline,random_forest,national_origin,predictive_parity_diff,0.020498732037193546,-0.047738799661876614,0.10691955480417023,0.6366666666666667,False,120,1183,False,
benefits_denial,baseline,random_forest,national_origin,accuracy_equality_diff,0.03890258508833222,0.01267108119572812,0.06284828201417304,0.0033333333333333335,True,688,5825,False,
benefits_denial,baseline,random_forest,age,demographic_parity_diff,0.03238702593959905,0.0034486981124323126,0.06097209583316847,0.023333333333333334,True,944,5569,False,
benefits_denial,baseline,random_forest,age,disparate_impact_ratio,1.165774287004249,1.017295770224736,1.3212025777247607,0.04,True,944,5569,False,
benefits_denial,baseline,random_forest,age,equal_opportunity_diff,-0.061645962732919224,-0.12541149068322976,0.00668478260869564,0.06,False,280,1288,False,
benefits_denial,baseline,random_forest,age,equalized_odds_diff,-0.061645962732919224,-0.12541149068322976,0.00668478260869564,0.06,False,280,1288,False,driven_by_tpr_gap
benefits_denial,baseline,random_forest,age,predictive_parity_diff,-0.006955369357045105,-0.06880290270177837,0.05826521887824894,0.8733333333333333,False,215,1088,False,
benefits_denial,baseline,random_forest,age,accuracy_equality_diff,-0.05343574904662918,-0.08115224239966398,-0.0289755676855231,0.0,True,944,5569,False,
benefits_denial,baseline,random_forest,race,demographic_parity_diff,-0.12326531221766757,-0.1443792233198187,-0.10238383770505267,0.0,True,690,5823,False,
benefits_denial,baseline,random_forest,race,disparate_impact_ratio,0.4216192222947545,0.32943689025723866,0.5186949890421371,0.0,True,690,5823,False,
benefits_denial,baseline,random_forest,race,equal_opportunity_diff,-0.04938778189935322,-0.16111019925811637,0.0468272986902144,0.4266666666666667,False,82,1486,False,
benefits_denial,baseline,random_forest,race,equalized_odds_diff,-0.05069596980692451,-0.0654748139479145,-0.03415979431877482,0.0,True,608,4337,False,driven_by_fpr_gap
benefits_denial,baseline,random_forest,race,predictive_parity_diff,0.011073275974110341,-0.11599808946999036,0.11916833458969094,0.8566666666666667,False,62,1241,False,
benefits_denial,baseline,random_forest,race,accuracy_equality_diff,0.0814297127582525,0.06038145211268661,0.10160712019054875,0.0,True,690,5823,False,
benefits_denial,baseline,random_forest,sex_x_national_origin,intersectional_demographic_parity_diff,-0.19800793992234345,-0.22791340147798006,-0.16621062032685469,0.0,True,235,3907,False,
benefits_denial,baseline,random_forest,sex_x_age,intersectional_demographic_parity_diff,-0.17719163136952895,-0.21024130406879732,-0.14482415607752544,0.0,True,294,3710,False,
benefits_denial,baseline,random_forest,sex_x_race,intersectional_demographic_parity_diff,-0.21720464396650485,-0.242692425799289,-0.18656680721397442,0.0,True,338,4008,False,
benefits_denial,baseline,random_forest,national_origin_x_age,intersectional_demographic_parity_diff,0.03960235276898591,-0.049174255383376934,0.14584863654658875,0.4266666666666667,False,88,4969,False,
benefits_denial,baseline,random_forest,national_origin_x_race,intersectional_demographic_parity_diff,-0.11649089165867688,-0.17255512943432405,-0.0503379674017258,0.02,True,80,5215,False,
