audit,strategy,model,metric,value,ci_low,ci_high,n
tenant_screening,unawareness_proxy_removal,random_forest,f1,0.6987138263665595,0.6842069967040434,0.7115656135968974,5167
tenant_screening,unawareness_proxy_removal,gradient_boosting,accuracy,0.6711825043545577,0.6572479194890652,0.6851170892200503,5167
tenant_screening,unawareness_proxy_removal,gradient_boosting,auc,0.7148860287155645,,,5167
tenant_screening,unawareness_proxy_removal,gradient_boosting,f1,0.7347384855581576,0.7219167626307511,0.7472224298507459,5167
tenant_screening,in_processing,logistic_regression,accuracy,0.6262821753435263,0.6130104509386491,0.6389732920456744,5167
tenant_screening,in_processing,logistic_regression,auc,0.5984179154774997,,,5167
tenant_screening,in_processing,logistic_regression,f1,0.7114896160167339,0.6994035593105647,0.7245760023511781,5167
tenant_screening,in_processing,random_forest,accuracy,0.6340236113799109,0.6198858138184633,0.6473969421327656,5167
tenant_screening,in_processing,random_forest,auc,0.6260022687143614,,,5167
tenant_screening,in_processing,random_forest,f1,0.6954421001771622,0.6806664208267246,0.707598211786491,5167
tenant_screening,in_processing,gradient_boosting,accuracy,0.6702148248500097,0.6570543835881556,0.6834768724598412,5167
tenant_screening,in_processing,gradient_boosting,auc,0.6549042840091547,,,5167
tenant_screening,in_processing,gradient_boosting,f1,0.7377654662973222,0.7249711893886068,0.7508786484956129,5167
tenant_screening,post_processing,logistic_regression,accuracy,0.6346042190826399,0.6214437778207857,0.6485484807431778,5167
tenant_screening,post_processing,logistic_regression,auc,,,,5167
tenant_screening,post_processing,logistic_regression,f1,0.7265353418308228,0.7145867528000645,0.7396348302218362,5167
tenant_screening,post_processing,random_forest,accuracy,0.6409909038126572,0.6278207857557577,0.6548432359202632,5167
tenant_screening,post_processing,random_forest,auc,,,,5167
tenant_screening,post_processing,random_forest,f1,0.7138670368656486,0.7009437505012357,0.7261381701601134,5167
tenant_screening,post_processing,gradient_boosting,accuracy,0.6742790787691116,0.6616992452099865,0.6880298045287401,5167
tenant_screening,post_processing,gradient_boosting,auc,,,,5167
tenant_screening,post_processing,gradient_boosting,f1,0.743874600517425,0.731321667373797,0.7568421810044621,5167
